C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0332189,Episode of [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,N C0338831,MANIA (Manic),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0012634,Disorder (Disease),Disease or Syndrome,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C1552607,previous (Act Relationship Subset - previous) [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0205156,Previous [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0871189,psychotic symptoms (Psychotic symptom),Sign or Symptom,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0521116,CURRENT (Current (present time)) [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0332189,Episode of [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,N C0338831,MANIA (Manic),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0012634,Disorder (Disease),Disease or Syndrome,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C1552607,previous (Act Relationship Subset - previous) [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0205156,Previous [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0871189,psychotic symptoms (Psychotic symptom),Sign or Symptom,C0521116,CURRENT (Current (present time)) [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0871189,psychotic symptoms (Psychotic symptom),Sign or Symptom,C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
